						
	연번	경로당 명	주  소	회원수	"경로당
개설일"	"비고
(휴지/휴지시작연도)"
	1167	사슴1단지경로당	월계로 372(월계동, 월계사슴1단지아파트)	49	1996.11.	
	1168	사슴2단지경로당	월계로55길 16(월계동, 월계사슴2단지아파트)	61	1995.12.	
	1169	사슴3단지경로당	월계로55길 15(월계동, 월계사슴3단지아파트)	28	1995.12.	
	1170	월계풍림아이원아파트경로당	화랑로47길 38(월계동, 월계풍림아이원아파트)	38	2006.05.	
	1171	월계우남아파트경로당	화랑로 355(월계동, 우남아파트)	21	2006.06.	
	1172	건양노블레스아파트경로당	화랑로45길 42-18(월계동, 건양노블레스아파트)	19	2005.03.	
	1173	공릉1동경로당	동일로173가길 16(공릉동)	20	1990.05.	
	1174	공덕경로당	동일로184길 33(공릉동)	18	1991.12.	
	1175	공릉1동대아아파트경로당	동일로183길 34(공릉동, 대아아파트)	28	2003.06.	
	1176	공릉1동삼익아파트경로당	섬밭로 17(공릉동, 삼익아파트)	25	2003.07.	
	1177	공릉대주파크빌경로당	섬밭로 52(공릉동, 대주파크빌)	23	2003.09.	
	1178	공릉1동현대아파트경로당	동일로176길 39-12(공릉동, 현대아파트)	27	2005.07.	
	1179	공릉1동 대동아파트경로당	동일로175길 38(공릉동, 대동아파트)	28	2004.05.	
	1180	공릉행복경로당	동일로192나길 16-15, 2-201(공릉동, 임성타운4차)	24	1997.11.	
	1181	한마음경로당	동일로178길 25-5(공릉동)	22	2017.08.	
	1182	공릉1단지경로당	동일로 1127(공릉동, 공릉1단지아파트)	125	1995.05.	
	1183	공릉2단지경로당	동일로198가길 149(공릉동, 공릉2단지아파트)	21	1995.12.	
	1184	공릉3단지경로당	섬밭로 123(공릉동, 공릉3단지아파트)	28	1995.05.	
	1185	공릉4단지경로당	동일로198가길 13(공릉동, 공릉삼익4단지아파트)	24	1995.03.	
	1186	공릉우성아파트경로당	동일로198길 24(공릉동, 공릉우성아파트)	24	1996.02.	
	1187	대동2차아파트경로당	동일로195길 39(공릉동, 공릉동2차대동아파트)	20	2001.01.	
	1188	신원아파트경로당	동일로192나길 26(공릉동, 신원아파트)	31	2001.09.	
	1189	공릉풍림아파트경로당	섬밭로 139(공릉동, 공릉풍림아파트)	34	2002.03.	
	1190	공릉동신도1차아파트경로당	동일로191가길 59(공릉동, 공릉동신도1차아파트)	24	2002.07.	
	1191	신도2차브래뉴아파트경로당	동일로193길 7(공릉동, 공릉2차신도브래뉴아파트)	20	2003.05.	
	1192	공릉2동경로당	공릉로 129(공릉동)	22	1975.04.	
	1193	공릉경로당	공릉로 169-7, B01호(공릉동, 진주빌라)	21	1993.07.	
	1194	태릉우성아파트경로당	노원로 29(공릉동, 태능우성아아파트)	20	1995.10.	
	1195	효성아파트경로당	화랑로 556(공릉동, 신내효성아파트)	20	1995.07.	
	1196	삼익아파트경로당	공릉로46길 32(공릉동, 삼익아파트)	28	1995.12.	
	1197	동부아파트경로당	공릉로 206(공릉동, 동부아파트)	39	1997.10.	
	1198	성우아파트경로당	공릉로27길 110(공릉동, 현대성우아파트)	37	1998.09.	
	1199	공릉한보아파트경로당	공릉로46길 19(공릉동, 한보아파트)	20	1999.06.	
	1200	공릉비선아파트경로당	화랑로51길 78(공릉동, 비선아파트)	20	1999.12.	
	1201	건영장미아파트경로당	공릉로51길 14-17(공릉동, 건영장미아파트)	22	1999.12.	
	1202	동신아파트경로당	공릉로 213(공릉동, 동신아파트)	20	2000.04.	
	1203	공릉아파트경로당	화랑로51길 81(공릉동, 공릉아파트)	34	2000.05.	
	1204	태강아파트경로당	공릉로34길 62(공릉동, 태강아파트)	41	2000.05.	
	1205	화랑타운아파트경로당	화랑로51길 17(공릉동, 화랑타운아파트)	22	2000.06.	
	1206	우방아파트경로당	노원로 58(공릉동, 우방아파트)	19	2000.12.	
	1207	공릉두산아파트경로당	공릉로 126(공릉동, 두산힐스빌아파트)	20	2001.05.	
	1208	공릉효성아파트경로당	공릉로34길 45(공릉동, 공릉효성아파트)	24	2001.07.	
	1209	9단지청솔아파트경로당	노원로1길 21(공릉동, 공릉9단지청솔아파트)	20	2001.10.	
	1210	대아아파트경로당	공릉로 157(공릉동, 대아아파트)	20	2002.10.	
	1211	효성화운트빌아파트경로당	노원로 62(공릉동, 공릉효성화운트빌)	20	2001.11.	
	1212	8단지청솔아파트경로당	노원로1가길 10(공릉동, 청솔8단지)	20	2003.06.	
	1213	삼익2차아파트경로당	공릉로34길 118(공릉동, 공릉삼익2차아파트)	21	2004.11.	
	1214	공노회경로당	공릉로32길 35-2(공릉동)	18	2004.12.	
	1215	신성미소지움경로당	공릉로42길 13-14(공릉동, 신성미소지움아파트)	22	2005.02.	
	1216	하계경로당	공릉로58마길 7(하계동)	21	1987.07.	
	1217	한청경로당	공릉로 351(하계동, 한신청구아파트)	28	1988.05.	
	1218	미성아파트경로당	공릉로59길 28(하계동, 미성아파트)	21	1989.06.	
	1219	하계7단지경로당	공릉로59길 25(하계동, 시영7단지청솔아파트)	41	1990.06.	
	1220	한동경로당	한글비석로 151(하계동, 한신동성아파트)	20	1993.09.	
	1221	에너지제로주택경로당	한글비석로 97	18	2019.05.	
	1222	삼익·선경아파트경로당	노원로 214(하계동, 삼익선경아파트)	18	1994.04.	
	1223	하계2차현대아파트경로당	노원로18길 19(하계동, 하계2차현대아파트)	15	1997.12.	
	1224	중계9단지아파트경로당	노원로16길 15(하계동, 중계주공9단지아파트)	76	2006.01.	
	1225	하계1차청구아파트경로당	한글비석로 91(하계동, 하계1차청구아파트)	21	1997.11.	
	1226	하계우방아파트경로당	공릉로58길 176(하계동, 우방아파트)	24	2004.06.	
	1227	삼사경로당	섬밭로 229(하계동, 극동건영벽산아파트)	20	1988.08.	
	1228	현우경로당	섬밭로 272(하계동, 현대우성아파트)	20	1989.05.	
	1229	하계5단지경로당	섬밭로 201(하계동, 시영아파트)	143	1990.01.	
	1230	하계6단지경로당	섬밭로 196(하계동, 장미아파트)	69	1989.10.	
	1231	학여울청구아파트경로당	동일로207길 186(하계동, 학여울청구아파트)	16	1997.11.	
	1232	학여울청구B단지아파트경로당	한글비석로 6(하계동, 학여울청구아파트)	33	2004.10.	
	1233	학여울청구117동경로당	동일로207길 186(하계동, 학여울청구아파트)	33	2016.12.	
	1234	중계마을경로당	중계로6나길 39(중계동)	26	1990.09.	
	1235	천보경로당	중계로14길 39-4(중계동)	29	1998.04.	
	1236	주공6단지경로당	한글비석로8길 41(중계동, 중계6단지주공아파트)	20	1993.12.	
	1237	중계7단지경로당	한글비석로8길 42(중계동, 주공7단지아파트)	29	1993.10.	
	1238	신안·동진아파트경로당	중계로 196(중계동, 신안동진아파트)	24	1993.12.	
	1239	중계불암경로당	중계로 184(중계동, 라이프청구신동아아파트)	20	1994.01.	
	1240	대림·벽산아파트경로당	한글비석로8길 20(중계동, 대림벽산아파트)	8	1994.02.	
	1241	학도경로당	중계로8길 39(중계동, 현대5차아파트)	20	1996.03.	
	1242	진로대림아파트경로당	중계로14가길 5(중계동, 진로유통조합아파트)	20	1997.12.	
	1243	현대1차아파트경로당	중계로8길 106(중계동, 현대1차아파트)	16	1994.04.	
	1244	현대2차아파트경로당	중계로8길 103(중계동, 현대그룹중계동주택조합2차아파트)	20	1998.04.	
	1245	삼성아파트경로당	중계로14나길 25(중계동, 삼성아파트)	22	2000.04.	
	1246	배삿골현대아파트경로당	중계로8길 20(중계동, 현대6차아파트)	20	2000.08.	
	1247	한화꿈에그린아파트경로당	중계로8길 29(중계동, 한화꿈에그린아파트)	21	2005.11.	
	1248	은행경로당	중계로8길 124, 201호(중계동, 세한빌라)	24	2003.03.	
	1249	중계5단지경로당	중계로 230(중계동, 중계5단지주공아파트)	36	1992.10.	
	1250	주공8단지경로당	한글비석로5길 62(중계동, 중계8단지주공아파트)	23	1993.12.	
	1251	중계주공10단지경로당	노원로22길 53(중계동, 주공10단지아파트)	20	1995.09.	
	1252	3차청구아파트경로당	중계로 233(중계동, 청구3차아파트)	21	1995.12.	
	1253	건영3차아파트경로당	노원로22길 71(중계동, 건영3차아파트)	26	1996.01.	
	1254	양지대림1차아파트경로당	덕릉로71길 30(중계동, 양지대림아파트)	22	2000.01.	
	1255	양지대림2차아파트경로당	덕릉로73길 28(중계동, 양지대림아파트)	24	1999.05.	
	1256	양지대림2차209동경로당	덕릉로77길 27(중계동, 양지대림2차아파트)	21	2006.06.	
	1257	양지대림1차106,107동경로당	덕릉로73길 31(중계동, 양지대림아파트)	25	2001.04.	
	1258	경남아파트경로당	섬밭로 265(중계동, 경남아파트)	23	1989.06.	
	1259	상아아파트경로당	섬밭로 265(중계동, 상아아파트)	20	1989.06.	
	1260	롯데아파트경로당	섬밭로 265(중계동, 롯데아파트)	22	1989.11.	
	1261	중계서부경로당	섬밭로 285(중계동, 중계그린아파트)	33	1991.04.	
	1262	중계동부경로당	동일로207길 17(중계동, 중계그린아파트)	49	1991.04.	
	1263	건영2차아파트경로당	덕릉로 517(중계동, 중계건영2차아파트)	27	1991.08.	
	1264	마들사회복지관경로당	동일로210길 22(중계동, 중계주공1단지아파트)	108	1993.09.	
	1265	중계2단지아파트경로당	동일로208길 19(중계동, 중계무지개아파트)	34	1992.07.	
	1266	평화사회복지관경로당	노원로 331(중계동, 시영3단지목련아파트)	104	1994.08.	
	1267	중계4단지목화아파트경로당	노원로19길 31(중계동, 시영4단지목화아파트)	111	1992.07.	
	1268	한우리경로당	덕릉로92길 13-11(중계동)	21	1998.01.	
	1269	현대2차아파트경로당	한글비석로15길 51(중계동, 현대아파트)	23	1991.12.	
	1270	주공2단지아파트경로당	한글비석로14길 8(중계동, 주공2단지아파트)	37	1992.10.	
	1271	중계사회복지관경로당	덕릉로 662(중계동, 주공3단지아파트)	85	1993.09.	
	1272	주공4단지아파트경로당	덕릉로76길 29(중계동, 주공4단지아파트)	36	1992.05.	
	1273	중앙하이츠아파트경로당	한글비석로14길 37(중계동, 중앙하이츠아파트)	25	1994.06.	
	1274	중계성원2차경로당	덕릉로 89길 8(중계동, 성원2차아파트)	25	1995.05.	
	1275	염광아파트경로당	덕릉로79길 23(중계동, 염광아파트)	22	1996.04.	
	1276	건영아파트경로당	덕릉로 718(중계동, 중계동건영아파트)	26	2000.02.	
	1277	삼창아파트경로당	한글비석로 383(중계동,삼창아파트)	23	2000.03.	
	1278	경남아너스빌아파트경로당	덕릉로94길 10(중계동, 경남아너스빌)	32	2003.08.	
	1279	대호프라자경로당	한글비석로 384, 4층(중계동,대호프라자)	34	2004.02.	
	1280	청암3단지아파트경로당	덕릉로86길 70(중계동, 청암3단지아파트)	27	2004.06.	
	1281	한화꿈에그린더퍼스트경로당	덕릉로 83길 9-7(중계동,한화꿈의그린더퍼스트아파트)	22	2015.5.1	
	1282	계산경로당	동일로239다길 19(상계동)	24	1981.08.	
	1283	상일경로당	동일로237가길 10(상계동)	25	1994.06.	
	1284	상계수락경로당	동일로242라길20,201호(상계동)	25	2017.10.	
	1285	갈월경로당	동일로236길 55(상계동)	10	1997.01.	
	1286	우림루미아트경로당	동일로238길 33(상계동, 우림루미아트2차)	23	2005.12.	
	1287	우림루미아트1차경로당	동일로230가길 71(상계동, 우림루미아트)	20	2013.07.	
	1288	한신아파트경로당	동일로230길 63(상계동, 조흥한신아파트)	10	1992.05.	
	1289	수락한신아파트경로당	동일로242길 80(상계동, 수락한신아파트)	24	1997.04.	
	1290	수락현대아파트경로당	동일로242길 95(상계동, 수락현대아파트)	22	1993.05.	
	1291	현대1차아파트경로당	동일로237길 41(상계동, 현대1차아파트)	26	1991.12.	
	1292	현대2차아파트경로당	동일로231길 86(상계동, 현대2차아파트)	33	1994.06.	
	1293	현대3차아파트경로당	수락산로 234(상계동, 현대3차아파트)	28	1994.06.	
	1294	상계재개발주공경로당	동일로241길 53(상계동, 두산아파트)	27	1995.05.	
	1295	은빛1단지경로당	동일로245길 162(상계동, 은빛1단지아파트)	21	1999.07.	
	1296	은빛2단지경로당	동일로245가길 41(상계동, 은빛2단지아파트)	20	1999.05.	
	1297	은빛3단지어르신방경로당	동일로250길 17(상계동, 은빛3단지아파트)	56	1999.05.	
	1298	극동늘푸른아파트경로당	동일로246길 39(상계동, 극동아파트)	20	1999.12.	
	1299	수락산벨리체아파트경로당	동일로250길 18(상계동, 수락산벨리체아파트)	35	2000.04.	
	1300	북현경로당	동일로237바길 17(상계동, 북부현대아파트)	26	2001.07.	
	1301	상계우방아파트효도의집경로당	동일로230가길 15(상계동, 상계우방아파트)	10	2001.11.	
	1302	수락파크빌아파트경로당	동일로248길 16(상계동, 수락파크빌아파트)	19	2002.05.	
	1303	상계대림아파트경로당	동일로239길 68(상계동, 상계대림아파트)	22	2003.01.	
	1304	대망드림힐아파트경로당	동일로242라길 27(상계동, 대망드림힐아파트)	36	2004.03.	
	1305	봉산경로당	동일로242가길 26-37(상계동)	21	2004.05.	
	1306	상계1동 현대4차아파트경로당	동일로231다길 23(상계동, 현대4차아파트)	23	2004.07.	
	1307	수락리버시티3단지경로당	누원로 28(상계동, 수락리버시티3단지)	31	2010.05.	
	1308	수락리버시티4단지경로당	누원로 18(상계동, 수락리버시티4단지)	23	2010.05.	
	1309	청솔경로당	노원로30길 73(상계동)	28	1983.03.	
	1310	불암경로당	한글비석로47길 99-3(상계동)	20	1992.08.	
	1311	원터경로당	상계로10길 24-7(상계동)	25	1993.10.	
	1312	노원현대아파트경로당	상계로3길 50(상계동, 노원현대아파트)	23	1995.04.	
	1313	노원우성아파트경로당	상계로7길 18(상계동, 우성아파트)	33	1998.04.	
	1314	중앙하이츠아파트경로당	노원로28길 15(상계동, 상계1차중앙하이츠아파트)	25	1998.06.	
	1315	상계2차중앙하이츠아파트경로당	노원로 428(상계동, 상계2차중앙하이츠아파트)	24	1999.11.	
	1316	코오롱아파트경로당	노원로26가길 7(상계동, 코오롱아파트)	21	1998.07.	
	1317	상계대동아파트경로당	상계로26길 20(상계동, 대동청솔아파트)	22	2001.08.	
	1318	상계동 동양메이저아파트경로당	상계로5길 12(상계동, 동양메이저아파트)	23	2004.07.	
	1319	한일유앤아이아파트경로당	노원로28길 62(상계동, 한일유앤아이아파트)	24	2005.12.	
	1320	상계동양우아파트경로당	노원로30길 81(상계동, 상계양우아파트)	26	2004.10.	
	1321	상계성원아파트경로당	노원로34길 34(상계동, 성원아파트)	23	2012.05.	
	1322	수암경로당	덕릉로115가길 21(상계동)	25	1982.01.	
	1323	동아불암아파트경로당	덕릉로 780(상계동, 동아불암아파트)	20	2000.04.	
	1324	동아불암106동경로당	덕릉로112길 13(상계동, 동아불암아파트)	36	2001.09.	
	1325	상계불암대림아파트경로당	덕릉로 730(상계동, 상계불암대림아파트)	22	2000.06.	
	1326	상계불암대림아파트207동경로당	덕릉로94가길 41(상계동, 상계불암대림아파트)	23	2000.12.	
	1327	불암현대아파트경로당	덕릉로118길 29(상계동, 상계불암현대아파트)	24	2000.12.	
	1328	청암1단지아파트경로당	덕릉로112길 24(상계동, 청암1단지아파트)	33	2002.02.	
	1329	불암현대아파트106동경로당	덕릉로118길 27(상계동, 불암현대아파트)	20	2003.12.	
	1330	청암2단지아파트경로당	덕릉로94가길 20(상계동, 청암2단지아파트)	31	2002.04.	
	1331	도암경로당	덕릉로126나길 14(상계동)	30	1978.01.	
	1332	희망경로당	덕릉로130길 48(상계동)	27	2015.01.	
	1333	합동마을경로당	상계로33길 33(상계동)	19	1989.12.	
	1334	덕산경로당	덕릉로 849(상계동)	26	1999.03.	
	1335	숲속경로당		20	2016.1.0	
	1336	상계미라보아파트경로당	덕릉로127길 25 (상계동, 성림아파트)	20	2005.01.	
	1337	양지마을경로당	덕릉로137길 45(상계동)	25	2016.8.1	
	1338	송암경로당	한글비석로44길 64-20(상계동)	26	1988.11.	
	1339	상계대림아파트경로당	상계로 193-14(상계동, 상계대림아파트)	27	1996.06.	
	1340	복지경로당	한글비석로 426-12(상계동)	33	1992.08.	
	1341	상계5동경로당	한글비석로37길 22(상계동)	23	2011.06.	
	1342	한신1차아파트경로당	한글비석로46가길 16(상계동, 한신1차아파트)	22	1987.04.	
